Ensembl_id,HGNC_symbol,T-statistic,P-value,Adjusted P-value
ENSG00000120594,PLXDC2,8.480574270573888,1.1631266734401365e-14,1.7443976727536551e-12
ENSG00000184985,SORCS2,8.520221282461772,1.1658927793706797e-14,1.7443976727536551e-12
ENSG00000065534,MYLK,8.440887118210403,1.1589420276639348e-14,1.7443976727536551e-12
ENSG00000166147,FBN1,8.469831404442619,1.185136592344854e-14,1.764786337984612e-12
ENSG00000067798,NAV3,8.508114583702051,1.2269630408930722e-14,1.8184518275877514e-12
ENSG00000166272,WBP1L,8.487085773334151,1.2375404459821074e-14,1.8255174090496627e-12
ENSG00000156140,ADAMTS3,8.4847657425715,1.2445751034114705e-14,1.8273154088405797e-12
ENSG00000159403,C1R,8.455614981252024,1.2646684274780457e-14,1.8481805577376835e-12
ENSG00000173706,HEG1,8.451435801228932,1.2961556284455977e-14,1.8854263817481793e-12
ENSG00000239697,TNFSF12,8.578123578653344,1.3306780467929691e-14,1.9267236972458567e-12
ENSG00000159433,STARD9,8.44309217490579,1.3622025062350267e-14,1.963321226876355e-12
ENSG00000152137,HSPB8,8.413075040525767,1.4397476205537296e-14,2.0656105131414697e-12
ENSG00000131370,SH3BP5,8.495127465176598,1.5205026475528605e-14,2.1658316202881438e-12
ENSG00000178031,ADAMTSL1,8.440857815255391,1.523388886326161e-14,2.1658316202881438e-12
ENSG00000150687,PRSS23,8.455516366059298,1.582075803168881e-14,2.2391361142146956e-12
ENSG00000175899,A2M,8.455261099958642,1.595626437954591e-14,2.248187564149473e-12
ENSG00000164949,GEM,8.454906480215866,1.6176828374600967e-14,2.2690890514730465e-12
ENSG00000110077,MS4A6A,8.520496753644256,1.6291701448360943e-14,2.275045597811115e-12
ENSG00000139567,ACVRL1,8.388146187277258,1.658151607719116e-14,2.3052709519705584e-12
ENSG00000115380,EFEMP1,8.404442860978593,1.6949961258476817e-14,2.346113580358333e-12
ENSG00000111341,MGP,8.420415843883918,1.715234979769425e-14,2.363714169489269e-12
ENSG00000131018,SYNE1,8.48892101423146,1.727015067382064e-14,2.3695551710543427e-12
ENSG00000013016,EHD3,8.466007283285073,1.7427902354875497e-14,2.3808030086529916e-12
ENSG00000110906,KCTD10,8.418713954069617,1.7566711949068656e-14,2.389377010561633e-12
ENSG00000166341,DCHS1,8.412328698370041,1.766434872652651e-14,2.3923010214976854e-12
ENSG00000103241,FOXF1,8.368927514035068,1.8095891629355623e-14,2.4402271029800586e-12
ENSG00000020181,ADGRA2,8.484298062590035,1.9049970640145236e-14,2.5579063141596723e-12
ENSG00000160408,ST6GALNAC6,8.426959273829784,1.9264193151914643e-14,2.575663612055992e-12
ENSG00000186310,NAP1L3,8.480555202029043,1.977067562445138e-14,2.6321806276282304e-12
ENSG00000174136,RGMB,8.353124778528596,2.0159937871881512e-14,2.672680371031718e-12
ENSG00000112186,CAP2,8.428423419694289,2.071822385433108e-14,2.735153754214632e-12
ENSG00000050628,PTGER3,8.33910802204877,2.1915892422753902e-14,2.881160418087563e-12
ENSG00000100285,NEFH,8.355515421279254,2.2040158597582968e-14,2.8854240964002368e-12
ENSG00000110900,TSPAN11,8.330409660361864,2.2827344544090027e-14,2.9760795252087497e-12
ENSG00000138735,PDE5A,8.355190763863536,2.3557031086859525e-14,3.050435509944789e-12
ENSG00000157554,ERG,8.331133574164681,2.3591846878312657e-14,3.050435509944789e-12
ENSG00000165617,DACT1,8.383361092063524,2.4493956189285167e-14,3.154098784702213e-12
ENSG00000182326,C1S,8.385239482502541,2.4663781886066075e-14,3.1630041912661066e-12
ENSG00000136404,TM6SF1,8.403349052804256,2.510647797691632e-14,3.2066891790028892e-12
ENSG00000113140,SPARC,8.399064989275427,2.5861621442456748e-14,3.28976577215381e-12
ENSG00000154188,ANGPT1,8.327708317142545,2.6426594451523278e-14,3.3480790228502475e-12
ENSG00000048740,CELF2,8.382687199788238,2.889453330024019e-14,3.625967033639061e-12
ENSG00000198108,CHSY3,8.353621568671592,2.896619113441771e-14,3.625967033639061e-12
ENSG00000131873,CHSY1,8.304387093951764,2.876886414484652e-14,3.625967033639061e-12
ENSG00000144824,PHLDB2,8.55575705728152,3.0569303987465923e-14,3.811458457484839e-12
ENSG00000168116,KIAA1586,8.299743620451926,3.089026617973731e-14,3.836253610147614e-12
ENSG00000107130,NCS1,8.280358121389526,3.299326423130367e-14,4.081292764360478e-12
ENSG00000163431,LMOD1,8.268913773640838,3.358639614161853e-14,4.138370850077075e-12
ENSG00000158352,SHROOM4,8.259525735678741,3.6912111302272405e-14,4.53038491061484e-12
ENSG00000165084,C8orf34,8.267657528247621,3.709069359174839e-14,4.534589854679901e-12
ENSG00000148541,FAM13C,8.291324147680337,3.73924071817148e-14,4.5537574947654225e-12
ENSG00000117020,AKT3,8.387589765483403,3.8611479547186404e-14,4.684064430010026e-12
ENSG00000162378,ZYG11B,8.350651033384224,3.9256790001346944e-14,4.744032084008927e-12
ENSG00000129116,PALLD,8.32316148350896,3.941800873733295e-14,4.745263733819928e-12
ENSG00000240225,ZNF542P,8.426534445173399,4.081039945414548e-14,4.894132636829202e-12
ENSG00000119699,TGFB3,8.295694156322858,4.328714232507233e-14,5.171414493740581e-12
ENSG00000101347,SAMHD1,8.24300449594943,4.4266920652476923e-14,5.26843426856373e-12
ENSG00000255302,EID1,8.365291046948734,4.44474493508066e-14,5.269957956989974e-12
ENSG00000139174,PRICKLE1,8.255926340058616,4.529694725594009e-14,5.350489033013676e-12
ENSG00000161281,COX7A1,8.250590621458727,4.55913917453415e-14,5.353906213591777e-12
ENSG00000177469,CAVIN1,8.294485834413555,4.5666672986715345e-14,5.353906213591777e-12
ENSG00000166997,CNPY4,8.331673071094269,4.613036458697963e-14,5.388163774434572e-12
ENSG00000104213,PDGFRL,8.214413006299889,4.645241164034383e-14,5.405684347183715e-12
ENSG00000103710,RASL12,8.32871760612722,5.0244813839360594e-14,5.8254319218919186e-12
ENSG00000196159,FAT4,8.211378445963883,5.1117475728143096e-14,5.904820174184765e-12
ENSG00000172667,ZMAT3,8.187605960383586,5.438976186502987e-14,6.259803361901973e-12
ENSG00000112964,GHR,8.197496832867367,5.552612203388233e-14,6.367265526659061e-12
ENSG00000183160,TMEM119,8.193234789042029,5.680363066975117e-14,6.490073002340297e-12
ENSG00000133026,MYH10,8.27447378637126,5.963350555448588e-14,6.78871284247082e-12
ENSG00000120279,MYCT1,8.183942704423563,6.28629846735155e-14,7.13052338787674e-12
